id,title,vote_count,vote_average,popularity,wr
9013,Midnight Run,241.0,7.2,5.564321,6.928086906979167
76025,Shame,897.0,7.0,11.72049,6.927004530022109
4539,Hearts of Darkness: A Filmmaker's Apocalypse,61.0,8.0,4.617117,6.9267863957742115
10501,The Road to El Dorado,892.0,7.0,8.755188,6.926617080606091
15196,Clue,377.0,7.1,7.720009,6.926401147379244
10948,The Fox and the Hound,884.0,7.0,10.197106,6.9259885331166355
830,Forbidden Planet,238.0,7.2,6.379966,6.925254478926866
11299,Cowboy Bebop: The Movie,174.0,7.3,11.562163,6.924434330048828
10312,Patch Adams,863.0,7.0,12.52181,6.92428618831428
14433,Zulu,137.0,7.4,11.604242,6.923386577170789
321741,Concussion,844.0,7.0,7.739783,6.922677058088297
11963,Three Days of the Condor,234.0,7.2,14.364447,6.921384823700484
451,Leaving Las Vegas,365.0,7.1,10.332025,6.921381421520331
704,A Hard Day's Night,172.0,7.3,5.719266,6.921050855544763
14811,Fiddler on the Roof,136.0,7.4,9.227244,6.920824139413643
506,Marnie,233.0,7.2,6.409094,6.9204003177771645
58857,13 Assassins,362.0,7.1,9.534232,6.920080800803246
20108,Au Hasard Balthazar,74.0,7.8,4.530601,6.919945886539818
11206,Wait Until Dark,112.0,7.5,6.216637,6.918970925499614
4512,The Assassination of Jesse James by the Coward Robert Ford,792.0,7.0,10.111313,6.917901769514177
205601,Belle,230.0,7.2,13.454169,6.917404606896206
994,Straw Dogs,230.0,7.2,6.632663,6.917404606896206
21348,Kirikou and the Sorceress,229.0,7.2,5.635856,6.916391720182571
25768,"Steamboat Bill, Jr.",66.0,7.9,7.518657,6.916149051128771
11658,Tae Guk Gi: The Brotherhood of War,134.0,7.4,9.140411,6.915615706146399
2841,A Very Long Engagement,352.0,7.1,10.896295,6.915605198833178
72113,Carnage,760.0,7.0,8.844835,6.914658382630787
10518,Marathon Man,227.0,7.2,6.006812,6.914344006970894
9912,The World's Fastest Indian,168.0,7.3,5.581311,6.914097660233658
1913,The Sea Inside,224.0,7.2,14.69768,6.9112163866092615
4174,Spellbound,166.0,7.3,5.47596,6.910524490421007
15137,Evangelion: 1.0: You Are (Not) Alone,132.0,7.4,6.592907,6.910292801818338
11663,The Commitments,132.0,7.4,7.442056,6.910292801818338
24226,The Verdict,132.0,7.4,9.596883,6.910292801818338
68722,The Master,720.0,7.0,8.074218,6.91022505185836
2355,Reign Over Me,340.0,7.1,10.027137,6.909931512643429
13008,An American Crime,165.0,7.3,7.478007,6.908712976422965
612,Munich,706.0,7.0,9.668761,6.908562552818701
42044,Shoah,36.0,8.7,1.978031,6.907828952685319
157832,Calvary,334.0,7.1,11.033403,6.9069616925284825
167581,Free Fall,164.0,7.3,5.98915,6.906884532387558
1598,Cape Fear,692.0,7.0,10.302735,6.9068373179662235
4497,Viridiana,93.0,7.6,5.407513,6.906806223293268
1908,Inherit the Wind,93.0,7.6,6.302173,6.906806223293268
31411,The Cameraman,54.0,8.1,4.824576,6.90647394164363
25468,My Dinner with André,81.0,7.7,3.875264,6.905139617793417
649,Belle de Jour,163.0,7.3,10.142662,6.905038919863556
18320,The Young Victoria,330.0,7.1,8.437587,6.904929710344572
976,Sweet Smell of Success,108.0,7.5,5.196222,6.904261328676819
199,Star Trek: First Contact,671.0,7.0,8.808497,6.904123841790482
10437,The Muppet Christmas Carol,217.0,7.2,14.630571,6.903645280640216
134481,Frozen Planet,46.0,8.3,3.80163,6.902846770113932
30969,Louis C.K.: Chewed Up,46.0,8.3,1.836976,6.902846770113932
12144,The Land Before Time,660.0,7.0,13.631352,6.902638436522447
11661,Joyeux Noël,216.0,7.2,7.846226,6.9025311651539
391698,The Beatles: Eight Days a Week - The Touring Years,92.0,7.6,7.078301,6.901924576978432
209276,Starred Up,324.0,7.1,7.047117,6.901800240457051
90125,Marley,107.0,7.5,5.825337,6.900466814846736
978,Seven Years in Tibet,644.0,7.0,11.483493,6.900393789525847
10794,The Party,160.0,7.3,5.354787,6.899396618718749
243,High Fidelity,636.0,7.0,8.524956,6.899232201065506
145,Breaking the Waves,213.0,7.2,8.558688,6.899137984528279
14202,The Painted Veil,319.0,7.1,11.370183,6.899114606858909
13754,Tekkonkinkreet,80.0,7.7,7.020628,6.899025307161057
13963,The Last Waltz,64.0,7.9,2.969857,6.8988885081661175
11837,Watership Down,159.0,7.3,5.602126,6.8974798561288875
16307,The Wicker Man,313.0,7.1,7.206941,6.895794187137569
11178,My Sassy Girl,158.0,7.3,5.980499,6.895544663129506
8470,John Q,604.0,7.0,8.867562,6.894301666561066
14282,Ninja Scroll,126.0,7.4,7.634365,6.893598238243963
70160,The Hunger Games,9634.0,6.9,20.031667,6.8933780762010475
21450,Naked,105.0,7.5,8.665198,6.892730902780241
2654,In the Mouth of Madness,307.0,7.1,8.497643,6.892362156669293
37724,Skyfall,7718.0,6.9,20.309585,6.891744759259906
12501,The Big Country,70.0,7.8,4.671032,6.890610749424479
5801,Pather Panchali,63.0,7.9,3.900709,6.890029114433075
38985,Sorcerer,104.0,7.5,13.966833,6.888787596954139
8740,The Vanishing,124.0,7.4,11.096035,6.887777528338722
1600,The Double Life of Veronique,154.0,7.3,9.661817,6.887614166328125
45958,Biutiful,299.0,7.1,7.131568,6.887602549945378
381,To Catch a Thief,299.0,7.1,5.490505,6.887602549945378
4836,Layer Cake,565.0,7.0,9.642214,6.887598845416158
6479,I Am Legend,4977.0,6.9,11.379355,6.887243542854772
18988,The Lion in Winter,89.0,7.6,7.056355,6.886858200941996
157350,Divergent,4784.0,6.9,21.572585,6.886734234574046
409,The English Patient,559.0,7.0,15.564161,6.886491444878386
285,Pirates of the Caribbean: At World's End,4627.0,6.9,31.363664,6.886288922371379
10673,Wall Street,557.0,7.0,11.672701,6.886117446344213
607,Men in Black,4521.0,6.9,15.781024,6.885970966950544
11978,Men of Honor,556.0,7.0,7.177649,6.885929521338181
9316,Ong-Bak: The Thai Warrior,556.0,7.0,7.89916,6.885929521338181
11416,The Mission,295.0,7.1,11.241995,6.885139970814311
17057,In a Lonely Place,103.0,7.5,6.331826,6.884792744646651
103332,Ruby Sparks,546.0,7.0,7.692815,6.884015587132445
13007,Religulous,200.0,7.2,9.045712,6.88349315972375
713,The Piano,290.0,7.1,7.436758,6.881980264502757
10787,The Invisible Man,151.0,7.3,5.192905,6.881459153885261
38360,The Cranes Are Flying,62.0,7.9,9.524512,6.8810115172405135
16958,The Asphalt Jungle,102.0,7.5,12.86559,6.88074532849301
9502,Kung Fu Panda,3231.0,6.9,16.897541,6.880455132560482
1791,The Piano Teacher,197.0,7.2,6.363081,6.879648947088816
4909,The Day of the Jackal,150.0,7.3,6.320225,6.879366449654687
1645,A Time to Kill,522.0,7.0,13.309013,6.87914910827087
860,WarGames,517.0,7.0,8.321647,6.878083403758267
652,Troy,2841.0,6.9,15.387275,6.877818502224469
10634,Friday,513.0,7.0,14.56965,6.8772172112450045
9322,La Femme Nikita,511.0,7.0,6.586401,6.8767794829428475
27327,Phantom of the Paradise,101.0,7.5,6.469438,6.876644304178393
8963,Crimson Tide,508.0,7.0,8.657365,6.876117007044691
10086,Man Bites Dog,194.0,7.2,8.758096,6.87571020463499
11971,Much Ado About Nothing,194.0,7.2,8.62724,6.87571020463499
238713,Spy,2590.0,6.9,13.257467,6.875709579519294
11934,The Hudsucker Proxy,280.0,7.1,7.550545,6.875373605851326
5000,Forbidden Games,68.0,7.8,3.936747,6.87519737229608
12481,The Big Boss,148.0,7.3,10.486927,6.875117625913825
504,Monster,500.0,7.0,7.189024,6.874315072601704
8844,Jumanji,2413.0,6.9,17.015539,6.8739639829195855
10625,Mean Girls,2401.0,6.9,11.454835,6.8738365115997295
22596,Safety Last!,76.0,7.7,4.394823,6.8735975391344235
133919,Scenes from a Marriage,44.0,8.3,2.845693,6.873120105648271
35,The Simpsons Movie,2335.0,6.9,14.302911,6.873112490537081
197082,Venus in Fur,192.0,7.2,6.012005,6.873030123681561
11589,Kelly's Heroes,191.0,7.2,8.418662,6.87167340220306
10654,Hair,146.0,7.3,5.259089,6.870782091484376
1572,Die Hard: With a Vengeance,2094.0,6.9,15.138855,6.870090153885699
11528,The Sandlot,272.0,7.1,10.392243,6.8697928258724765
17809,Fist of Legend,118.0,7.4,5.986773,6.869483868636532
9741,Unbreakable,1994.0,6.9,14.67855,6.868626854173649
6003,Romeo and Juliet,145.0,7.3,6.99099,6.868580974004807
7862,The Counterfeiters,145.0,7.3,9.637382,6.868580974004807
408,Snow White and the Seven Dwarfs,1973.0,6.9,16.263878,6.8683011813796035
21634,Prayers for Bobby,99.0,7.5,9.598968,6.8682771136304535
1567,I Stand Alone,99.0,7.5,6.138782,6.8682771136304535
10559,Frequency,473.0,7.0,10.163266,6.867826558185349
14092,Ghost in the Shell 2.0,117.0,7.4,8.820107,6.866307125334955
859,Dangerous Liaisons,267.0,7.1,11.46781,6.866161797889392
14534,Rudy,187.0,7.2,5.914833,6.866132025025053
2668,Sleepy Hollow,1774.0,6.9,11.072361,6.864842812462137
590,The Hours,461.0,7.0,14.686487,6.86472268088246
3110,Shane,143.0,7.3,6.63816,6.8641103105229915
11101,Stalingrad,116.0,7.4,7.667284,6.863092108017696
11450,Quiz Show,262.0,7.1,7.772505,6.862414390804286
209274,Ida,262.0,7.1,8.651053,6.862414390804286
755,From Dusk Till Dawn,1644.0,6.9,15.339153,6.862144799250849
33613,The Girl Who Kicked the Hornet's Nest,451.0,7.0,8.405013,6.86202253479229
927,Gremlins,1629.0,6.9,11.333125,6.861806605080964
9833,The Phantom of the Opera,448.0,7.0,7.682562,6.861191345242847
10647,Pay It Forward,447.0,7.0,10.479723,6.860912052174925
7299,Equilibrium,1584.0,6.9,12.671637,6.8607547673995946
14359,Doubt,445.0,7.0,9.278263,6.860350080668561
28580,The Lost Weekend,115.0,7.4,8.731331,6.859838120793561
10728,Faust,66.0,7.8,4.021486,6.859252499404633
48035,Ordet,66.0,7.8,3.132172,6.859252499404633
4032,My Girl,441.0,7.0,8.605742,6.859212403117999
7485,Shooter,1495.0,6.9,14.246918,6.858494038790251
38684,Jane Eyre,438.0,7.0,7.089084,6.858346905596184
9802,The Rock,1474.0,6.9,13.249824,6.857922106253897
69735,Batman: Year One,255.0,7.1,5.031094,6.856961606330942
8094,The Magdalene Sisters,114.0,7.4,5.725912,6.856544450798399
10895,Pinocchio,1412.0,6.9,14.202284,6.856137681211311
10009,Brother Bear,1410.0,6.9,12.300905,6.856077595843108
14306,Marley & Me,1392.0,6.9,9.729748,6.855529327275269
251,Ghost,1381.0,6.9,11.945397,6.855187484228468
156700,The Kings of Summer,427.0,7.0,6.25805,6.855080272391902
21191,Sin Nombre,139.0,7.3,5.435993,6.854885131909722
502,Fail-Safe,83.0,7.6,4.225974,6.854686390458176
9516,Menace II Society,179.0,7.2,5.260924,6.85446851498226
10648,Magnum Force,251.0,7.1,10.226181,6.853731860235673
8393,The Gods Must Be Crazy,251.0,7.1,10.973482,6.853731860235673
11230,Drunken Master,178.0,7.2,7.404755,6.852953026012884
8469,Animal House,420.0,7.0,7.525382,6.8529218934700795
5961,Fanny & Alexander,138.0,7.3,5.472431,6.852517499632646
1730,INLAND EMPIRE,249.0,7.1,6.610774,6.852084581708821
15283,Pom Poko,177.0,7.2,9.607155,6.851424184717786
41201,The Illusionist,177.0,7.2,6.971611,6.851424184717786
12496,The Twilight Samurai,95.0,7.5,4.281103,6.850850275385776
10340,Lady and the Tramp,1241.0,6.9,12.994387,6.8503278775607575
7452,"The Cook, the Thief, His Wife & Her Lover",137.0,7.3,5.970136,6.850124545085228
624,Easy Rider,411.0,7.0,8.635841,6.8500505204575655
2260,Capturing the Friedmans,112.0,7.4,4.453296,6.849835123030478
469,Stranger Than Paradise,112.0,7.4,11.33706,6.849835123030478
1807,Elephant,410.0,7.0,6.447312,6.849724543328125
5176,3:10 to Yuma,1210.0,6.9,18.079094,6.849105785659475
7863,Shine,136.0,7.3,11.664053,6.8477058598437495
297,Meet Joe Black,1174.0,6.9,14.026744,6.8476088970024005
2759,"The Adventures of Priscilla, Queen of the Desert",174.0,7.2,8.328596,6.846755758620257
285783,The Walk,1151.0,6.9,9.425787,6.8466055703005315
11610,"Play It Again, Sam",111.0,7.4,5.526401,6.846417949881599
36040,Walkabout,111.0,7.4,10.177086,6.846417949881599
1725,West Side Story,399.0,7.0,8.389903,6.846042961984271
11527,Excalibur,241.0,7.1,8.800455,6.84526903756336
1643,Last Tango in Paris,240.0,7.1,12.74564,6.844390654934267
431,Cube,1101.0,6.9,12.095263,6.84428609029621
9464,Buffalo '66,172.0,7.2,9.167761,6.843573378067285
13012,Felon,239.0,7.1,9.094276,6.843506193532655
1164,Babel,1083.0,6.9,12.60853,6.843400961986706
14638,The Killers,81.0,7.6,4.297965,6.843307556724714
12780,Iron Monkey,81.0,7.6,8.733961,6.843307556724714
9281,Witness,390.0,7.0,10.312017,6.84289384075213
34433,Dragon Ball Z: Broly - The Legendary Super Saiyan,134.0,7.3,7.348249,6.842789619189877
14736,Love & Basketball,93.0,7.5,5.733227,6.841771258258303
1924,Superman,1042.0,6.9,15.460102,6.841275906530163
9392,The Descent,1029.0,6.9,8.794041,6.840568387331731
11044,Arizona Dream,170.0,7.2,5.465995,6.840333136049716
2280,Big,1022.0,6.9,9.562292,6.840180307771397
25300,I'm Not Scared,235.0,7.1,4.422618,6.839906280459429
13041,El Topo,109.0,7.4,5.467355,6.839454653653695
2277,Bicentennial Man,998.0,6.9,9.369918,6.838810391155475
23169,Remember Me,980.0,6.9,8.307719,6.837741058185377
11236,The Secret Garden,232.0,7.1,6.499523,6.837139325996231
74306,God Bless America,373.0,7.0,10.00161,6.836579881633422
11850,Invasion of the Body Snatchers,231.0,7.1,5.219641,6.836203878757785
646,Dr. No,953.0,6.9,19.931606,6.836065094646997
1367,Rocky II,948.0,6.9,11.789813,6.835744779489917
5919,The Towering Inferno,230.0,7.1,7.469056,6.835261749753347
9078,The Sword in the Stone,935.0,6.9,10.636458,6.834896741046637
43539,The Next Three Days,927.0,6.9,9.591425,6.834363653972301
241,Natural Born Killers,927.0,6.9,11.226856,6.834363653972301
1885,The Karate Kid,913.0,6.9,7.64499,6.83340943918062
11830,Tampopo,57.0,7.9,4.459095,6.833395232999416
46705,Blue Valentine,911.0,6.9,11.107914,6.833270853205971
11524,Thief,130.0,7.3,10.480229,6.832629388505208
9474,My Name Is Nobody,227.0,7.1,6.022453,6.832394548487138
75629,Evangelion: 3.0 You Can (Not) Redo,107.0,7.4,7.764883,6.832313948604696
17058,Scarlet Street,70.0,7.7,6.360746,6.832277416091146
9299,Thesis,165.0,7.2,7.110912,6.831968790376454
10830,Matilda,892.0,6.9,10.034915,6.831924936232419
615,The Passion of the Christ,888.0,6.9,13.194168,6.831634637453025
12548,I Vitelloni,79.0,7.6,9.162943,6.831575890937499
403,Driving Miss Daisy,358.0,7.0,10.703677,6.830571789046416
1089,Point Break,861.0,6.9,11.453093,6.829608441197516
13809,RockNRolla,851.0,6.9,7.263988,6.828827180833449
59,A History of Violence,850.0,6.9,11.119707,6.8287480999232635
17159,Eddie Murphy Raw,106.0,7.4,11.266569,6.828674935454728
9837,The Prince of Egypt,847.0,6.9,11.898185,6.82850979925411
17814,Assault on Precinct 13,223.0,7.1,11.881808,6.8284735894906134
140,Bad Education,223.0,7.1,7.66414,6.8284735894906134
112949,Safe Haven,840.0,6.9,7.598422,6.827947516776335
9652,The Passenger,90.0,7.5,9.202533,6.827666356649554
874,A Man for All Seasons,90.0,7.5,6.997888,6.827666356649554
4291,Kikujiro,90.0,7.5,4.75173,6.827666356649554
376570,Hush,834.0,6.9,7.205636,6.827458472772554
9056,Police Story,128.0,7.3,6.489294,6.8273780333198735
9603,Clueless,828.0,6.9,9.882383,6.826962744796057
573,Frenzy,162.0,7.2,5.316387,6.826760801561026
16608,The Proposition,221.0,7.1,9.387212,6.826469704542204
41391,Day of Wrath,41.0,8.3,3.11968,6.826080109131182
20803,Ivan Vasilyevich Changes His Profession,62.0,7.8,4.700685,6.825654374383371
26596,Johnny Guitar,78.0,7.6,4.918293,6.825572577585449
8619,Master and Commander: The Far Side of the World,808.0,6.9,8.693298,6.825260244674753
13562,My Man Godfrey,69.0,7.7,5.480098,6.824985629671744
468,My Own Private Idaho,218.0,7.1,7.289727,6.823407798249766
483,Wild at Heart,341.0,7.0,8.528622,6.823205345091912
210479,Locke,780.0,6.9,12.792394,6.822738903531251
657,From Russia with Love,773.0,6.9,12.536729,6.822081761762987
12149,Frailty,338.0,7.0,7.397953,6.821838376110663
8342,No Man's Land,104.0,7.4,5.0511,6.821255129421672
18533,Bronson,756.0,6.9,9.521043,6.820438324976349
29455,Winter Light,77.0,7.6,4.338439,6.819474723865649
7304,Running Scared,332.0,7.0,7.435544,6.819040025997219
13342,Fast Times at Ridgemont High,330.0,7.0,14.658885,6.8180876050814145
877,Scarface,88.0,7.5,4.854436,6.817922390803894
11986,Betty Blue,88.0,7.5,6.493744,6.817922390803894
21135,L'eclisse,68.0,7.7,5.6567,6.817570253652013
64685,Extremely Loud & Incredibly Close,726.0,6.9,7.82605,6.817362487024404
926,Galaxy Quest,722.0,6.9,15.831374,6.816934313382044
1103,Escape from New York,720.0,6.9,10.124544,6.816718558351867
76543,Tyrannosaur,124.0,7.3,4.548774,6.816513160522629
635,Angel Heart,326.0,7.0,7.290872,6.816152366837599
21641,The Damned United,156.0,7.2,11.545627,6.815889756946298
12877,Dead Man's Shoes,155.0,7.2,12.655746,6.814016048443598
1574,Chicago,695.0,6.9,13.325347,6.81392387910193
11190,The Return,102.0,7.4,4.507702,6.8136400653351155
43923,It's Kind of a Funny Story,691.0,6.9,8.172013,6.813459230676029
870,Dolls,76.0,7.6,4.416932,6.813280078816963
12289,Red Cliff,207.0,7.1,11.867516,6.811569221521157
10601,Peter Pan,671.0,6.9,8.98628,6.811058654550537
14337,Primer,671.0,6.9,7.15307,6.811058654550537
11772,The Haunting,153.0,7.2,10.461285,6.810213250891318
14139,Timecrimes,313.0,7.0,8.623982,6.809568291820765
6418,Hotel Chevalier,204.0,7.1,4.933446,6.808162558783218
11420,The Corporation,75.0,7.6,4.192292,6.8069863194475
10536,The Italian Job,202.0,7.1,9.371815,6.805846388614832
711,Finding Forrester,305.0,7.0,10.536255,6.805276873044894
26466,Triangle,623.0,6.9,10.217404,6.804715141056371
17835,Threads,54.0,7.9,4.242601,6.8026277877974755
49948,Fantasia 2000,300.0,7.0,14.972573,6.8024951140883925
1554,Down by Law,149.0,7.2,8.843551,6.802378341361495
185574,Louis C.K.: Oh My God,66.0,7.7,3.460311,6.802355947680496
10617,Once Upon a Time in China,99.0,7.4,5.476134,6.801834160610319
13696,Angels with Dirty Faces,74.0,7.6,9.937706,6.800591047830141
931,Don't Look Now,197.0,7.1,5.966221,6.799891862068572
10549,Hamlet,118.0,7.3,9.994088,6.799245773398436
16070,This Film Is Not Yet Rated,118.0,7.3,5.205826,6.799245773398436
3109,The Quiet Man,118.0,7.3,8.762386,6.799245773398436
39107,Dragon Ball Z: Fusion Reborn,118.0,7.3,6.778755,6.799245773398436
15067,"The Good, The Bad, The Weird",196.0,7.1,8.218314,6.798671910288363
42297,Burlesque,581.0,6.9,9.276539,6.79837288420117
1900,Traffic,573.0,6.9,8.338222,6.797067881109049
2100,The Last Castle,290.0,7.0,9.807552,6.7966861468556985
606,Out of Africa,290.0,7.0,14.004074,6.7966861468556985
39312,Restrepo,117.0,7.3,4.577881,6.796247245095434
9769,Lolita,288.0,7.0,10.618141,6.795483106304549
24253,The Girl Who Played with Fire,561.0,6.9,14.38601,6.795046301032632
9918,Glory Road,145.0,7.2,5.244654,6.794221999645833
3763,Onibaba,73.0,7.6,3.614257,6.794091788056402
3529,The Thin Man,97.0,7.4,10.573867,6.793695849870323
68721,Iron Man 3,8951.0,6.8,23.721243,6.793431095426167
8051,Punch-Drunk Love,542.0,6.9,6.753969,6.79167785461307
22494,Frequently Asked Questions About Time Travel,189.0,7.1,7.916957,6.789846401384675
557,Spider-Man,5398.0,6.8,29.413341,6.7891470796495845
76338,Thor: The Dark World,4873.0,6.8,34.905447,6.787989699356275
1555,The Spanish Apartment,276.0,7.0,5.94395,6.787954877088765
25934,"To Sir, with Love",72.0,7.6,8.138554,6.787485983040471
11841,The 36th Chamber of Shaolin,72.0,7.6,7.261696,6.787485983040471
3088,My Darling Clementine,82.0,7.5,8.869419,6.786918863113163
127380,Finding Dory,4333.0,6.8,14.477677,6.7865099908580735
7270,Matchstick Men,515.0,6.9,5.539265,6.786501398107854
36657,X-Men,4172.0,6.8,0.954467,6.785995568434614
916,Bullitt,273.0,7.0,7.01973,6.7859854177428405
56292,Mission: Impossible - Ghost Protocol,4026.0,6.8,14.25843,6.785493937667059
6471,The Jerk,272.0,7.0,5.873021,6.785320776183036
2196,Death at a Funeral,508.0,6.9,8.832907,6.785077580521394
36658,X2,3572.0,6.8,0.913096,6.783675673641893
2055,Open Range,268.0,7.0,16.532577,6.782620408587854
11929,Dolores Claiborne,183.0,7.1,5.8025,6.781859613437499
250,In China They Eat Dogs,81.0,7.5,5.06264,6.781475495656011
13188,Scrooge,81.0,7.5,13.294639,6.781475495656011
168,Star Trek IV: The Voyage Home,490.0,6.9,12.596956,6.78124683320544
138832,We're the Millers,3053.0,6.8,18.474368,6.78094530774442
26564,Crumb,71.0,7.6,3.620388,6.780770991164773
324325,Twinsters,71.0,7.6,2.867932,6.780770991164773
36970,Oceans,112.0,7.3,7.785003,6.780699320561342
13321,Lifeboat,112.0,7.3,7.773354,6.780699320561342
1847,The Long Goodbye,112.0,7.3,7.204017,6.780699320561342
847,Willow,484.0,6.9,9.918312,6.779912527960557
9675,Sideways,484.0,6.9,12.646518,6.779912527960557
168672,American Hustle,2868.0,6.8,16.478036,6.77973724809148
1694,Re-Animator,263.0,7.0,9.867238,6.779147891153155
5991,The Last Laugh,63.0,7.7,3.553763,6.778524689654313
76492,Hotel Transylvania,2622.0,6.8,16.231945,6.777871740243613
363,Head-On,111.0,7.3,10.234986,6.777473850502717
291270,Anomalisa,472.0,6.9,10.428421,6.77715189641942
333371,10 Cloverfield Lane,2537.0,6.8,14.421528,6.777144681071101
11426,From Here to Eternity,137.0,7.2,5.358582,6.776862512999666
49519,The Croods,2447.0,6.8,14.757874,6.776320901053639
74534,The Best Exotic Marigold Hotel,468.0,6.9,9.23046,6.7762032624149375
9487,A Bug's Life,2379.0,6.8,16.869209,6.775658003265104
188166,Blue Ruin,464.0,6.9,11.509412,6.775239863678867
9003,Hellraiser,464.0,6.9,10.81305,6.775239863678867
225574,Non-Stop,2302.0,6.8,19.650229,6.774861092657711
8879,Pale Rider,255.0,7.0,9.385078,6.773355048953893
15144,Sixteen Candles,455.0,6.9,6.683723,6.773016415704827
1779,Roger & Me,92.0,7.4,4.877009,6.772347112189701
10220,Rounders,451.0,6.9,8.783454,6.772002574712451
644,A.I. Artificial Intelligence,2011.0,6.8,13.249364,6.771311639947082
254470,Pitch Perfect 2,1997.0,6.8,15.862632,6.771115432306271
11710,The Enigma of Kaspar Hauser,79.0,7.5,7.265781,6.77033558085998
31439,To Live,62.0,7.7,5.260627,6.770297231526228
1850,Man on the Moon,444.0,6.9,13.217419,6.770188846014044
15060,Futurama: Into the Wild Green Yonder,134.0,7.2,13.284811,6.769963532233356
1637,Speed,1814.0,6.8,10.859292,6.768279661980117
70667,Kon-Tiki,248.0,7.0,7.83072,6.768031174264891
15359,Wonder Woman,133.0,7.2,7.306487,6.767613606179987
49018,Insidious,1775.0,6.8,17.24814,6.767601802701884
11224,Cinderella,1760.0,6.8,14.436858,6.767333309354108
9905,Shallow Grave,247.0,7.0,8.223026,6.767250134447601
55931,The Animatrix,433.0,6.9,10.934268,6.767232484329063
12698,The Fog of War,69.0,7.6,4.109188,6.767002436394433
13980,Sword of the Stranger,69.0,7.6,5.648328,6.767002436394433
1073,Arlington Road,246.0,7.0,8.605659,6.766463817334248
9576,Tootsie,429.0,6.9,8.451188,6.766123778561456
97367,The Place Beyond the Pines,1689.0,6.8,7.492658,6.765999591679665
1985,The Constant Gardener,428.0,6.9,11.556484,6.765843702784388
65,8 Mile,1676.0,6.8,8.374355,6.765743505174355
25793,Precious,426.0,6.9,8.293548,6.765280020863314
896,The World of Apu,40.0,8.2,2.381806,6.765258777010416
12230,One Hundred and One Dalmatians,1643.0,6.8,15.727519,6.765075776686909
24684,An Education,423.0,6.9,8.593196,6.764425560107691
754,Face/Off,1612.0,6.8,11.467391,6.764424362172646
82507,Sinister,1611.0,6.8,12.490637,6.7644029439680535
321697,Steve Jobs,1608.0,6.8,16.224866,6.764338534337116
31767,The Devils,90.0,7.4,4.718102,6.76338064236384
157117,Sound City,90.0,7.4,4.290209,6.76338064236384
48303,Certified Copy,90.0,7.4,10.701501,6.76338064236384
298382,The Dressmaker,419.0,6.9,7.95686,6.76326927490605
46829,Barney's Version,131.0,7.2,7.524794,6.762835855972031
228161,Home,1539.0,6.8,13.422713,6.762789987370004
293,A River Runs Through It,241.0,7.0,12.583826,6.762451168147552
8764,Top Secret!,241.0,7.0,5.971241,6.762451168147552
9305,Microcosmos,61.0,7.7,10.793031,6.761921530909347
759,Gentlemen Prefer Blondes,169.0,7.1,7.174547,6.761521871830764
10440,Manhattan Murder Mystery,169.0,7.1,8.939404,6.761521871830764
1584,School of Rock,1454.0,6.8,17.95142,6.760687027879613
3170,Bambi,1450.0,6.8,13.698132,6.760582193287291
13989,24: Redemption,168.0,7.1,5.982091,6.759969219866686
2295,Clerks II,407.0,6.9,8.466725,6.759678971402489
21712,Mind Game,46.0,8.0,3.586257,6.759096770113932
965,The Magnificent Ambersons,77.0,7.5,8.43511,6.758844802605807
1394,Nostalgia,77.0,7.5,4.235709,6.758844802605807
26428,Agora,404.0,6.9,8.029671,6.758751739935986
1777,Fahrenheit 9/11,403.0,6.9,6.83946,6.7584399336223795
272693,The DUFF,1372.0,6.8,8.592449,6.7584200351131765
8088,Broken Embraces,167.0,7.1,6.777379,6.758402257746256
10882,Sleeping Beauty,1332.0,6.8,14.276169,6.75721656290227
4552,A Tale of Two Sisters,234.0,7.0,6.247028,6.756596091306118
398,Capote,394.0,6.9,6.01272,6.755570472817427
13933,One Man Band,128.0,7.2,4.410709,6.755467920960323
103328,Holy Motors,232.0,7.0,7.34241,6.754869822450132
2109,Rush Hour,1254.0,6.8,11.840557,6.754657430928633
87093,Big Eyes,1236.0,6.8,7.412826,6.754022775996063
5506,The Ladykillers,104.0,7.3,12.509812,6.753722661889205
10451,Eat Drink Man Woman,76.0,7.5,4.860016,6.752962618499503
11360,Dumbo,1206.0,6.8,14.655879,6.7529245938940585
10545,The Hunchback of Notre Dame,1182.0,6.8,13.553999,6.752007540528358
320,Insomnia,1181.0,6.8,11.424974,6.751968553965018
445,Caché,228.0,7.0,5.69586,6.751342769535746
9696,Ichi the Killer,228.0,7.0,8.992796,6.751342769535746
69315,Battlestar Galactica: Razor,126.0,7.2,4.944294,6.7504164200621455
36955,True Lies,1138.0,6.8,11.396099,6.750230042029409
16520,The King and I,103.0,7.3,7.630723,6.750152221770834
2024,The Patriot,1130.0,6.8,15.960788,6.74989261858554
9829,United 93,377.0,6.9,10.527141,6.749820351126317
20766,The Road,1113.0,6.8,14.958098,6.749160180508114
152780,The Past,161.0,7.1,9.166555,6.748688577871741
9427,The Full Monty,372.0,6.9,8.333322,6.748040971400326
11349,Cape Fear,125.0,7.2,7.583191,6.747847371033929
129112,Wadjda,125.0,7.2,5.451273,6.747847371033929
19666,Lagaan: Once Upon a Time in India,125.0,7.2,4.97451,6.747847371033929
1667,March of the Penguins,371.0,6.9,9.435123,6.747680023588926
157386,The Spectacular Now,1074.0,6.8,8.098964,6.747396165418984
