id,name_keywords,id_keywords
34024,"marbles, elevator operator, bellboy, lock child, living alone, st. louis, against the odds,  epileptic seizure, understanding","171026, 171028, 171036, 171039, 171040, 171043, 171051, 171052, 171054"
29918,lassie,178869
9593,"magic, movie in movie, spoof, magical object, cartoon cat, ticket, self-referential, projectionist, child's point of view","2343, 9732, 11931, 15252, 15284, 48711, 160612, 161849, 161868"
42580,,
22317,"lightning, jack","952, 184671"
1413,"china, opera singer","478, 164920"
12121,"car dealer, anonymity, high school, sperm donor","1874, 2142, 6270, 159141"
2246,"married couple, insurance fraud, boarder, suspense, child wish","2587, 4617, 6431, 9937, 168386"
10502,"secret, suspicion, face transplant, friendship, boarding school, love","1328, 3301, 3868, 6054, 6271, 9673"
10440,"investigation, dark comedy, independent film, neighbor, reference to william shakespeare, man with glasses, woman with glasses, manhattan, new york city","5340, 10123, 10183, 10226, 155231, 163335, 167451, 168346"
9516,"black people, drug dealer, ghetto, weapon, delinquency, los angeles","577, 2231, 2394, 6110, 6147, 12670"
2320,"bomb, ransom, hostage, airplane, hijacking, terror cell, special unit, deception, rescue, covert operation, disaster, shootout, terrorism, explosion, violence, surveillance, night vision goggles, flight attendant, intelligence agent, flashback, hand to hand combat, nerve gas","258, 1336, 1562, 3800, 4245, 4460, 5422, 9758, 10084, 10185, 10617, 10950, 13015, 14601, 14819, 18420, 161998, 185266, 185692, 187844, 188955, 220935"
5879,"japan, jealousy, brothel, nudity, passion, longing, geisha, deceived wife, castration, strangle, independent film, unsimulated sex, prostitution, erotic 70s","233, 931, 1411, 2483, 2983, 4115, 4342, 4481, 5502, 5579, 10183, 12420, 13059, 197508"
83718,"date, conversation, secretary, dinner date","248, 4433, 11677, 208467"
11971,"shakespeare, bachelor, new love, rage and hate, lover, wedding, intrigue","497, 1338, 1605, 3927, 4320, 13027, 34038"
2625,"depression, therapist, symphony, piano, psychiatrist patient relationship, bipolar disorder","894, 2726, 166927, 207592, 208167, 220448"
31911,"professor, friendship, unfaithfulness, bowling alley, alimony","1992, 6054, 11510, 174916, 208125"
788,"san francisco, parent child relationship, restaurant, nanny, mask, custody battle, fake identity","582, 970, 1946, 2341, 2546, 4056, 167808"
21450,reference to the book of revelation,228653
11231,"martial arts, becoming an adult, karate, revenge, classmate","779, 1412, 3436, 9748, 160243"
41588,"yuppie, satire, surrealism, dark comedy, failing business","1873, 8201, 9887, 10123, 208283"
10447,"prison, island, chase, dystopia, prison guard, escape, jungle, near future, ex soldier, prisoners","378, 2041, 3713, 4565, 9774, 10685, 10787, 40847, 162380, 235648"
31586,"parent child relationship, child prodigy, travel, young boy, based on children's book, kids","970, 5561, 9935, 11336, 15101, 161155"
9300,"london england, queen, queen elizabeth i, androgyny, breaking the fourth wall, nobility, woman director, gender bender","212, 2011, 7153, 11402, 11687, 177998, 187056, 190071"
9559,"hostage, escape from prison, escaped convict, child kidnapping, criminologist, 1960s","1562, 9777, 12414, 170865, 177609, 208992"
9800,"gay, aids, homophobia, jurors, court, partner, hiv, lawyer, dying, discrimination, judiciary","237, 740, 1013, 1417, 6148, 9104, 9766, 10909, 41589, 186782, 207968"
713,"love triangle, scotland, mother, adultery, sexuality, jealousy, culture clash, isolation, eroticism, strangeness, penalty, violent husband, new zealand, maori, arranged marriage, piano lessons, settler, wilderness, deceived husband, marriage, secret love, woman director","128, 388, 456, 596, 738, 931, 1463, 1533, 1664, 1942, 2060, 2320, 2658, 2659, 2692, 3590, 3591, 3593, 3595, 6038, 7879, 187056"
8291,"loss of lover, sadness, los angeles, road movie","1014, 1647, 12670, 167043"
18133,"american football, sport","579, 6075"
25557,,
22588,"radio station, radio, writer, director","1224, 2135, 13028, 14530"
10872,"holiday, robbery, burglar, christmas party, hostage, blackmail, santa claus, bad mother-in-law, mother-in-law, liberation of hostage, police, thief, dysfunctional family, dark comedy, man hunt, dinner, alcoholic, christmas eve, mother son relationship, christmas, marriage counseling","65, 642, 1437, 1441, 1562, 1936, 1991, 2374, 2797, 5362, 6149, 9727, 10041, 10123, 10958, 12997, 33457, 33965, 157499, 207317, 215334"
1245,"newspaper, butler, country house, loyalty, flower, nazis, jewish, britain, housekeeper, employer","918, 1307, 1655, 1797, 2382, 2652, 11508, 14905, 17997, 33360"
11858,"vietnam veteran, commercial, advertising expert, kaserne, stau, soldier, unemployment, woman director, teachers and students","422, 1004, 5920, 8066, 9479, 13065, 156052, 187056, 193547"
7007,"japan, usa, corruption, detective, journalist, based on novel, japanese, restaurant, wheelchair, parking garage, company, police, party, murder, whodunit, seppuku, bulletproof vest","233, 279, 417, 703, 736, 818, 907, 1946, 2564, 4530, 6129, 6149, 8508, 9826, 12570, 18100, 167618"
10467,"competition, sanatorium, musical, historical figure, cornflakes","271, 3179, 4344, 6165, 8890"
5550,"cyborg, dystopia, police, sequel, cyberpunk, policeman, robocop","679, 4565, 6149, 9663, 12190, 33699, 184213"
8005,"witch, tree house, robin hood, forest, taxes, thief, parody, arrow, spoof, tournament","616, 2005, 4147, 5774, 6128, 9727, 9755, 11715, 11931, 12380"
2088,"police operation, sex addiction, police, mafia boss, suspense, bad cop, hitwoman","4668, 5906, 6149, 6220, 9937, 10978, 12366"
10412,"skinhead, resistance, immigrant, nazis, right wing radicalism, violence, white supremacists","379, 836, 2356, 2652, 6218, 14819, 207915"
47889,independent film,10183
14534,"american football, biography, sport, family relationships, aspiration","579, 5565, 6075, 10235, 160190"
56583,"schizophrenia, photographer, homelessness, photography, independent film, new york city","222, 1003, 2981, 6025, 10183, 14512"
41878,,
424,"factory, concentration camp, hero, holocaust, world war ii, nazis, defense industry, biography, the holocaust","1382, 1631, 1701, 1739, 1956, 2652, 3599, 5565, 194409"
35233,"baseball, pitcher, sport, father figure, mentally ill","1480, 1484, 6075, 170652, 191043"
14291,"chess, hustler, child prodigy, new york city","316, 2348, 5561, 14512"
103413,"suicide, social worker, village, orphanage, orphan, small village","236, 2438, 5331, 6783, 13014, 194430"
11236,"based on novel, servant, secret, garden, uncle, yorkshire, independent film, little girl, orphan, india, girl, imagination, woman director, old mansion, fantasy life, english garden","818, 964, 1328, 2105, 6464, 9180, 10183, 12663, 13014, 14636, 14659, 170344, 187056, 193263, 196727, 210200"
11592,"housewife, protection, motherly love, evil mother, murder, independent film, perfection","3451, 4556, 6170, 7717, 9826, 10183, 168196"
8850,"new york, atomic bomb, ladykiller, hypnosis, superhero, based on comic, radio series, invisibility, the shadow","242, 1815, 2336, 3363, 9715, 9717, 155494, 189115, 190034"
10445,"bachelor, stroke of fate, brother, oxford, author, falling in love","1338, 4327, 5301, 8095, 10818, 13072"
695,"suicide, loss of son, helicopter, cheating, fishing, daily life, jazz musician, modern society, cellist, earthquake, los angeles","236, 697, 720, 1332, 1495, 1850, 3017, 3131, 3457, 3521, 12670"
43535,,
12519,"female nudity, pastor, married couple, seduction, painting, drawing and painting, blasphemy","293, 1499, 2587, 3182, 5918, 6023, 161216"
23210,"con man, new york city, art, art dealer","3202, 14512, 14893, 155795"
858,"father son relationship, lovesickness, journalist, loss of mother, loss of lover, radio station, christmas party, love of one's life, radio, seattle, baltimore, fiancé, radio presenter, airplane, radio transmission, observation deck, friendship, unsociability, woman director","494, 725, 736, 936, 1014, 1224, 1441, 2038, 2135, 2350, 2672, 2687, 3740, 3800, 4305, 4306, 6054, 6059, 187056"
867,"new york, sex, based on novel, eroticism, hidden camera, video surveillance, psychopath, murder, neighbor, stalking, landlord, female protagonist, drug use, sex talk, apartment building, landlord tenant relationship, mind game, erotic thriller","242, 572, 818, 1664, 3979, 5824, 6259, 9826, 10226, 10333, 11318, 11322, 11494, 15128, 33347, 182422, 184312, 207767"
78,"artificial intelligence, bounty hunter, dystopia, genetics, fugitive, cyberpunk, los angeles, tech noir, neo-noir, futurista, lluvia","310, 801, 4565, 6017, 10718, 12190, 12670, 178657, 207268, 238847, 238848"
13203,"college, thanksgiving, farm, liar, pancreas, thong, city boy","3616, 4543, 4932, 9468, 171508, 171518, 171521"
10442,"scotland, butcher, sister, murder, axe murder","388, 4452, 5923, 9826, 157758"
11074,"philadelphia, boat, observer, serial killer, homicide detective","276, 1422, 5446, 10714, 180668"
33367,,
9607,"saving the world, brother brother relationship, royalty, dinosaur, based on video game, woman director, multiple dimensions","83, 380, 9920, 12616, 41645, 187056, 194215"
17585,hunting human beings,4323
9057,"ladykiller, kgb, parachuting, sprung","2336, 3278, 4679, 8350"
20967,,
10635,"crush, pillow fight, catcher in the rye, odd couple, water balloon, pregnancy scare, water gun","9986, 187368, 187370, 187376, 187387, 187401, 187416"
9479,"holiday, fire, santa claus, magic, halloween, skeleton, musical, christmas tree, fall from height, woods, animation, pumpkin, jack o lantern, saving christmas, christmas","65, 657, 1991, 2343, 3335, 4062, 4344, 5570, 8637, 9720, 10336, 12198, 12199, 12200, 207317"
10057,"paris, musketeer","90, 14577"
11969,"retirement, wyatt earp, right and justice, historical figure","4948, 5074, 6145, 6165"
41590,"organized crime, mob boss","10291, 166462"
319,"father son relationship, film producer, mexican standoff, loss of father, cocaine, love, mafia, los angeles, drug, illegal prostitution, gun violence","494, 887, 1666, 1872, 2150, 9673, 10391, 12670, 14964, 33625, 163656"
26408,"politics, election campaign, woman director, cinéma vérité","6078, 6085, 187056, 201768"
15139,"library, adventure, part animated","295, 4414, 33491"
161158,"cheating wife, masturbation, cuckold, canuxploitation","11501, 33451, 159601, 206850"
218473,woman director,187056
85247,"hitman, aftercreditsstinger, neo-noir, willing to be murdered","2708, 179430, 207268, 208376"
11446,"parent child relationship, sister sister relationship, mockery, ugliness, independent film, little girl, school life","970, 1156, 2422, 2544, 10183, 12663, 190116"
51980,industrial revolution,7025
24405,"prison, sex, handcuffs, waitress, fight, fireworks, nudity, volcano, navy, road trip, money, escape, convertible, scam, inmate, escort, military, embezzlement, nervous","378, 572, 772, 828, 1721, 2407, 2483, 3347, 3588, 7312, 10594, 10685, 11428, 11454, 18128, 156731, 162365, 163072, 208251"
11655,"industrialist, scarab, invention, immortality, aging, tycoon, antique dealer","2456, 2907, 3338, 4978, 4995, 5728, 185420"
11800,"new york, author","242, 10818"
8223,"suicide, photographer, marriage proposal, funeral, cosmetologist","236, 1003, 1459, 3739, 170125"
14587,"indian lead, independent film, woman director","958, 10183, 187056"
31504,"baseball, sport","1480, 6075"
41653,"father son relationship, child abuse, sadistic, based on novel, socialism, jew, underwear, fascist, condom, class, spanking, anti semitism, coming of age, jewish, working class, vagina, fingering, bigotry, childhood, reform school, slingshot, boyfriend girlfriend relationship, 1930s","494, 516, 625, 818, 1773, 2606, 3508, 3603, 4313, 6069, 9888, 10144, 10683, 11508, 11935, 15129, 155275, 157912, 157955, 159959, 174254, 188987, 214548"
53185,,
95743,,
23637,woman director,187056
17600,"adultery, nudity, independent film, student, incest, injury, neighborhood, recuperation","596, 2483, 10183, 12105, 33841, 158591, 180523, 214954"
10897,"running, shenanigan, friendship, clubhaus, group of friends, woman director","795, 4358, 6054, 9084, 155939, 187056"
349394,coming of age,10683
21352,,
68806,,
37345,,
32562,"gay, cinema, media, lesbian, hollywood, lgbt, lgbt history","237, 1388, 6007, 10768, 12396, 158718, 173504"
47507,pregnancy,13149
25403,independent film,10183
124304,"dwarves, small town, widow, argentina, woman director","604, 1415, 4129, 10596, 187056"
9066,"supermarket, house, woman director","1545, 6095, 187056"
771,"holiday, burglar, home invasion, mischief, booby trap, home alone, suburban chicago, mischievous child, christmas, child","65, 1437, 14903, 15075, 163841, 169826, 169829, 169850, 207317, 208349"
251,"corruption, fortune teller, money transfer, money laundering, pottery, afterlife, spiritism","417, 663, 881, 975, 1553, 6155, 210530"
812,"magic, musical, cartoon, princess, love, comedy, animation, monkey, arab, aftercreditsstinger, genie, animal sidekick","2343, 4344, 6513, 7376, 9673, 10267, 10336, 15149, 173259, 179430, 190536, 234183"
280,"cyborg, shotgun, post-apocalyptic, dystopia, moral ambiguity, mental institution, violence, fictional war, morphing, nuclear weapons, shape shifter, savior, catch phrase","679, 1366, 4458, 4565, 11426, 11857, 14819, 14946, 160131, 160381, 162532, 175468, 175472"
581,"skab under tv, Øverste hylde, foran","238179, 238240, 238241"
80350,"cia, amnesia, drug smuggling","591, 1453, 13037"
268,"double life, dc comics, dual identity, chemical, crime fighter, fictional place, gotham city, superhero, super powers","848, 849, 851, 852, 853, 855, 6969, 9715, 163455"
274,"based on novel, psychopath, horror, suspense, serial killer, psychological thriller, cannibal, fbi agent, animal in cast credits, cannibalism","818, 6259, 8087, 9937, 10714, 12565, 14895, 18525, 33872, 208048"
408,"poison, witch, becoming an adult, sadness, queen, attempted murder, dying and death, appearance, princess, candlelight vigil, snow white","351, 616, 1412, 1647, 2011, 2013, 3737, 3758, 7376, 166625, 169341"
10020,"prince, book, castle, rose, musical, princess, animation, based on tv series, beast, belle","3071, 3096, 3098, 3259, 4344, 7376, 10336, 10988, 161271, 190915"
10895,"italy, lie, magic, fairy, pinocchio, carnival, wish, boy, nose, puppet, animation, pool, conscience, jackass, figaro, sneezing, toy comes to life","131, 2251, 2343, 2710, 3244, 3473, 4896, 5202, 5560, 6300, 10336, 10499, 33674, 33675, 33676, 33677, 187065"
114,"prostitute, capitalism, cinderella, expensive restaurant, sports car, workaholic, fire escape, friendship, los angeles, piano","549, 592, 995, 996, 999, 1022, 1023, 6054, 12670, 207592"
41043,"paris, cat, music teacher, teacher, apartment","90, 977, 2176, 10508, 33632"
576,"underdog, robbery, bounty hunter, texas, mexican revolution, friendship, honor, gang, shootout, soldier, steam locomotive, righteous rage","240, 642, 801, 1556, 2940, 6054, 9812, 10726, 10950, 13065, 163671, 189262"
15477,"suspense, independent film","9937, 10183"
59146,"bride, chinese, groom, tofu","3582, 13159, 171817, 208544"
124472,woman director,187056
30528,,
7300,"skab under tv, bagved, Øverste hylde","238179, 238239, 238240"
10824,"new orleans, sequel, murder, urban legend, curse, serial killer, slasher, hook, killer, mirror, hook for a hand, flashback","2411, 9663, 9826, 9955, 10541, 10714, 12339, 14692, 15127, 46951, 161712, 187844"
261246,"london england, morality, doctor, science, protégé, turn of the century","212, 11011, 13005, 156810, 181532, 205850"
275,"cheating, ransom, salesclerk, winter, kidnapping, auto, unsociability, police, north dakota, murder, money, car dealership, woodchipper","1332, 1336, 1361, 1442, 1930, 3796, 6059, 6149, 9409, 9826, 10594, 15151, 33598"
25059,,
11827,"flying car, taxi, heavy metal, cult favorite, midnight movie, drug use, adult animation","391, 444, 5540, 10471, 11487, 11494, 161919"
8766,"artificial intelligence, engineer, hell, pinhead, demon, puzzle box, cenobites, artificial","310, 5721, 6154, 8377, 15001, 17996, 161208, 209027"
23570,"independent film, mistaken identity","10183, 10325"
47333,"aunt, gentleman","6894, 182376"
54850,"countryside, drug abuse, tragedy, woman director","548, 726, 10614, 187056"
51242,"switzerland, worker, immigrant, hardship, xenophobia, foreigners","1223, 2346, 2356, 157192, 160910, 214887"
10112,"paris, cat, butler, return, suspension, music, inheritance","90, 977, 1307, 1571, 4906, 6027, 10911"
4307,"spain, madrid, suicide attempt, mother daughter relationship, novelist, old woman","514, 744, 1252, 10707, 155251, 172972"
46029,,
32308,"baseball, sport, monkey, chimpanzee, animal actor, critically bashed","1480, 6075, 15149, 157972, 157987, 158024"
88893,"mountain, mountaineer, climbing","1262, 4560, 8624"
52873,"reunion, memory, christmas","9824, 10937, 207317"
123505,,
340210,prison guard,9774
44281,young boy,11336
28121,"revenge, african american, dating","9748, 12532, 13043"
12520,"painter, sex, fascist, sexism, politics, wine, racist, satire, party, murder, priest, dinner, stabbing, death, hypocrisy, woman director, elitism, burial","437, 572, 3603, 4411, 6078, 6563, 7856, 8201, 8508, 9826, 10093, 12997, 14831, 34079, 156042, 187056, 208517, 208518"
1592,"corruption, bishop, court case, pornographic video, court, psychopathy","417, 2637, 3012, 5593, 6148, 18130"
166901,,
36447,"secret, nudity, passion, widow, farm, teacher, relationship, attraction","1328, 2483, 2983, 4129, 4932, 10508, 14534, 15319"
19042,dog,15162
38884,"spain, solidarity, fascism, revolution, communist, worker, spanish civil war, anarchist, franco regime, marxism, betrayal, working class","514, 1577, 1755, 2020, 2109, 2346, 5509, 5879, 5882, 5965, 10085, 11935"
47449,"answering machine, telephone, masturbation, telephone sex","1947, 6103, 33451, 187551"
36259,"cop, dinosaur","8015, 12616"
41852,"letter, arkansas, childbirth, biracial, matriarchy","3344, 5521, 163277, 168471, 200690"
40926,,
9099,"gulf war, u.s. army, based on tv series, military spoof","2952, 4595, 10988, 11138"
2021,"london england, depression, baby, nanny, daughter","212, 894, 1009, 2341, 5600"
61752,"independent film, neighbor, masturbation, phone sex, actress","10183, 10226, 33451, 155761, 207583"
10988,"wife husband relationship, violent husband, planned murder, romantic rivalry, extramarital affair, missing body","1157, 2320, 3152, 4516, 34094, 207390"
11479,"paris, father son relationship, amazon, jungle, ex-wife","90, 494, 5968, 10787, 155816"
398959,,
287305,,
339428,"sex, adultery, group sex, bisexuality","572, 596, 2426, 3183"
12652,"age difference, retiree","965, 4193"
10684,"gulf war, pilot, u.s. army, praise, rescue mission, dead soldier, tank, medal","2952, 3203, 4595, 6049, 11107, 11110, 11117, 11124"
954,"paris, london england, spy, cia, terrorist, secret identity, undercover, arms deal, headquarter, secret base, secret mission, prague, embassy, secret agent, tgv, computer, mission, based on tv series, espionage, agent","90, 212, 470, 591, 949, 1308, 1568, 2001, 2112, 3268, 3269, 3530, 4123, 4289, 4683, 6104, 10364, 10988, 11134, 33705"
68445,road movie,167043
18989,"shipwreck, reunion, death of husband, evil priest, mother daughter reunion","2580, 9824, 175421, 208555, 208556"
10801,"married couple, book, deceived wife, marriage crisis, divorce, divorce lawyer","2587, 3096, 4481, 5809, 15160, 172471"
54285,"neighbor, chef, anorexic","10226, 18293, 208678"
8840,"magic, kingdom, despot, immortality, village, forest, army, horror, partner, revenge, knight, battle, medieval, dragonheart","2343, 4152, 4798, 4978, 5331, 5774, 6092, 8087, 9104, 9748, 10466, 14643, 161257, 222855"
278978,,
124625,,
11107,"new york, trainer, chauffeur, role of women, sport, basketball","242, 1482, 2072, 2273, 6075, 6496"
16417,"slapstick, mischief, disguise, old friends, prize money, interracial friendship","9253, 15075, 18118, 163180, 163223, 165583"
70934,,
10363,"poker, sailboat, dual identity, sailing, plan, police, suspense, millionaire, hitchcockian, french noir, evil man, forger","383, 544, 851, 3180, 4812, 6149, 9937, 33626, 155440, 155845, 189574, 209096"
161070,"wales, rural setting, older woman younger man relationship","1209, 11004, 157799"
10539,"based on novel, garden, loss of parents, magic, aunt, based on children's book, insects","818, 2105, 2143, 2343, 6894, 15101, 192942"
10543,"psychopath, teenage girl","6259, 10809"
18414,"based on tv series, scientist, drug, pharmaceuticals","10988, 14760, 14964, 208561"
47502,"kitchen, female protagonist, bathtub, wedding anniversary, flashback","3914, 11322, 14558, 154855, 187844"
11902,"world war ii, lie, cellar, weapon, belgrad, widerstand, anarchic comedy","1956, 2251, 2602, 6110, 7991, 8908, 236316"
27098,"jealousy, high school, alcoholism, older woman seduces younger guy, cheat on husband, teachers and students","931, 6270, 7464, 7476, 10337, 193547"
25087,"martial arts, mixed martial arts, kumite, chop socky","779, 9917, 12379, 14961"
5801,"robbery, move, monsoon, difficult childhood, dying and death, misery, priest, teacher, writer, railroad, unemployment, help","642, 2232, 2385, 2467, 3737, 5252, 10093, 10508, 13028, 34139, 156052, 202735"
896,"broken engagement, arranged marriage, dying and death, calcutta","978, 2692, 3737, 33485"
3065,"tastelessness, film and cinema, based on tv series, spoof, robot, scientist","3926, 6026, 10988, 11931, 14544, 14760"
318177,,
2300,"sport, basketball, doctor, basketball team, basketball game, referee, basketball court, tweety bird, speedy gonzales, cartoon chicken, sylvester the cat, cartoon reality crossover, basketball hoop, cartoon skunk","6075, 6496, 13005, 176746, 177208, 177216, 177218, 177219, 177224, 177227, 177228, 177230, 177231, 177232"
8069,"sexual fantasy, alien planet, distant future, cult classic, female mercenary","9835, 10158, 11239, 165580, 191144"
288173,"rape, nudity, police corruption, tijuana, woman director","570, 2483, 11734, 179571, 187056"
187851,,
27768,independent film,10183
221917,"ireland, strained relationship","14985, 194000"
8072,"dystopia, surrealism, lemmy caution, nouvelle vague, private detective, french noir","4565, 9887, 155517, 155518, 155790, 155845"
35797,french noir,155845
88030,,
185191,,
83857,"telescope, lesbian","6293, 10768"
33245,"gay, aids, terminal illness, hiv, death, lgbt history","237, 740, 6564, 9766, 34079, 173504"
124460,,
27281,,
105045,"anti-communism, political, woman director","7059, 33501, 187056"
40001,"role reversal, mistaken identity, train wreck","5629, 10325, 180828"
29621,"android, lasergun, village, weapon","803, 1280, 5331, 6110"
117730,,
20762,,
37144,"investigation, murder, suspense, serial killer, police corruption, female detective, murder investigation, child murder","5340, 9826, 9937, 10714, 11734, 160342, 161982, 166109"
48260,lesbian relationship,9833
12656,"brother brother relationship, corruption, police, stripper, love, murder, wedding","380, 417, 6149, 6593, 9673, 9826, 13027"
38867,"paris, sex, jealousy, infidelity, secret, world war ii, nudity, writer, soldier, violence, extramarital affair","90, 572, 931, 1326, 1328, 1956, 2483, 13028, 13065, 14819, 34094"
277270,,
25969,"overweight child, overweight man, jock, based on short story, public humiliation, blow up doll, letterman jacket, cruel joke","987, 4539, 10623, 156866, 170418, 170431, 170434, 170435"
44103,industrial revolution,7025
753,"prostitute, adultery, suicide attempt, nudity, marriage crisis, love, independent film, divorce","549, 596, 1252, 2483, 5809, 9673, 10183, 15160"
43634,"secret, amnesia, boarding school, flashback","1328, 1453, 6271, 187844"
9103,"new york, bare knuckle boxing, himalaya, island, thailand, street artist, muay thai, kick boxing","242, 397, 486, 2041, 3434, 8406, 10514, 10515"
90214,,
29649,"sport, basketball, high school sports","6075, 6496, 8635"
10990,"prostitute, investigation, special unit, police, celebrity, murder, los angeles","549, 5340, 5422, 6149, 6562, 9826, 12670"
8866,"radio presenter, false identity, decoy, beguilement, love, art","3740, 3864, 4049, 4214, 9673, 14893"
12233,"new york city, kitten, great dane","14512, 156143, 158222"
23449,"boston, irish-american, kidnapping, sport, basketball, boston celtics","1680, 1857, 1930, 6075, 6496, 10450"
36355,"dolphin, florida, florida keys, summer","630, 1196, 3546, 13088"
37667,,
90148,"dictatorship, woman reporter, torture, woman director","7606, 11289, 13006, 187056"
922,"sheriff, bounty, bounty hunter, gun, attempted murder, prosecution, illness and injury, dying and death, frontier, murder, black and white, 19th century, fear of dying, wanted dead or alive","798, 800, 801, 1419, 2013, 3246, 3731, 3737, 9454, 9826, 12999, 207928, 222114, 231680"
11876,"italian, new love, provence, horse, exile","924, 1605, 1649, 2673, 4849"
52633,"1970s, exploitation, gang war, high school, independent film, gang, b movie, prostitution, city, juvenile delinquent, drug, gunshot, switchblade","1228, 2804, 2987, 6270, 10183, 10726, 11034, 13059, 14828, 14857, 14964, 41644, 167159"
62364,,
11687,"servant, time travel, clumsy fellow, middle ages, nobility","964, 4379, 5347, 41406, 177998"
9304,"clone, mistake in person, cloning, experiment gone wrong, construction","402, 2281, 11628, 12572, 33496"
73183,,
131232,,
9100,"witch, suicide attempt, puberty, magic, black magic, sorcery, female friendship, teenager, hair loss, outsider, occult ritual, karma, newcomer, love spell","616, 1252, 1525, 2343, 4252, 5147, 5248, 13130, 167560, 170356, 177872, 191655, 208787, 237016"
20759,"boxer, sport, promoter","2792, 6075, 193208"
46063,,
365371,,
32513,,
40651,,
36915,"alcohol, sex, detective, confession, based on novel, nudity, louisiana, survivor, assault, stripper, revenge, murder, suspense, drug, dave robicheaux","567, 572, 703, 718, 818, 2483, 3134, 5385, 6093, 6593, 9748, 9826, 9937, 14964, 222788"
40507,"vigilante, blaxploitation, b movie, violence, drive by shooting, gang violence, street shootout, hand to hand combat, gangsters","7002, 10601, 11034, 14819, 166492, 181858, 188907, 188955, 233429"
9802,"san francisco, fbi, gas attack, alcatraz, hostage situation, fbi agent","582, 1812, 3293, 3859, 18233, 18525"
25697,"german, instructor, war criminal","2349, 162257, 208540"
21588,"insanity, undead, grim reaper, zombie, macabre, grotesque","6255, 10327, 11187, 12377, 162810, 207769"
664,"wife husband relationship, tornado, twister, oklahoma, metereologist, invention, climate, barn, natural disaster, cow, truck, disaster, aunt niece relationship, storm chaser, divorce","1157, 2213, 2214, 2493, 3337, 3338, 3693, 3875, 5096, 5543, 9276, 10617, 12335, 12336, 15160"
11867,"scientist bar, electrical torture, pretending to be a prostitute, sprayed with water, pressure washer, obese","175518, 175522, 175529, 175530, 175533, 175536"
47119,,
314352,,
9323,"artificial intelligence, man vs machine, cyborg, android, computer virus, dystopia, implantat, fugitive, female protagonist, cyberpunk, based on manga","310, 312, 679, 803, 2812, 4565, 8499, 10718, 11322, 12190, 13141"
10280,"blow job, curse, fat suit, steven king","3405, 10541, 156092, 156093"
10535,"atomic bomb, spoof, james bond spoof","1815, 11931, 15267"
124613,,
532,"prison, inventor, loyalty, sheep, innocence, surrealism, framed, dog, sheep rustling, wallace & gromit","378, 1436, 1797, 3020, 6139, 9887, 15124, 15162, 182287, 210009"
26744,"numbers racket, film noir","157138, 195402"
16299,"independent film, conspiracy theory, aftercreditsstinger","10183, 11208, 179430"
10547,"greenhouse effect, global warming, extraterrestrial, astronomer, conspiracy, scientist, foot chase, desert, climatologist, observatory, alien language, golf club, volkswagen beetle, liquid nitrogen, screwdriver, cosmic zoom, radio telescope, satellite dish","2212, 5769, 9739, 10222, 10410, 14760, 14967, 18034, 41338, 162357, 162459, 162461, 162463, 162464, 162466, 162467, 226240, 226241"
245268,"australia, allies","5657, 213798"
935,"usa president, general, cold war, strategic air command, nuclear missile, war room, bomber pilot, nuclear weapons, ex nazi, doomsday device, absurdism","840, 1402, 2106, 2531, 3312, 160370, 160377, 160381, 160387, 194825, 214655"
55613,"surreal, independent film","3307, 10183"
215107,,
41007,"italy, based on novel, 1930s","131, 818, 214548"
35645,"gold, friendship, teenage girl","1321, 6054, 10809"
110465,india,14636
255546,"latin, profile, woman director","3569, 14709, 187056"
40751,,
275096,,
85778,woman director,187056
11101,"world war ii, stalingrad","1956, 4264"
9826,"secret identity, gold, gangster boss, phantom, silver, power, battle for power, jade, based on comic, jungle, masked hero, crystal skull","1308, 1321, 3149, 3284, 3625, 3720, 4933, 8643, 9717, 10787, 203423, 212009"
9879,"blackmail, strip club, striptease, police, u.s. congress","1936, 3688, 4378, 6149, 33483"
63564,,
22621,"waitress, jealousy, fast food restaurant, seduction, pizza, rejection, sexual fantasy, obesity, independent film","828, 931, 3015, 3182, 4735, 4951, 9835, 9974, 10183"
7095,"age difference, appearance, body exchange, genetics","965, 3758, 5133, 6017"
26890,"independent film, woman director","10183, 187056"
46732,"loss of mother, independent film, coming of age, maid","936, 10183, 10683, 13097"
124633,"yugoslavia, immigration, american dream, serbia","449, 1900, 2355, 7492"
202425,congo,160800
196940,,
77771,"senegal, motorcycle","6544, 14735"
181083,"africa, savannah, peddler","409, 7323, 165804"
41225,"obsession, army, ferrari, catholic, alcoholic, desire, edgar allan poe, movie star, doppelgänger","1523, 6092, 8680, 18396, 33457, 33513, 155317, 162262, 213194"
188589,,
87190,,
627,"london england, alcohol, sex, based on novel, drug addiction, drug dealer, nightclub, junkie, heroin, cold turkey, modern society, hallucination, friendship, surrealism, dark comedy, stealing, monologue, cult film, recovering drug addict, illegal drugs, drug deal, drug rehabilitation, drug culture, antihero","212, 567, 572, 818, 1803, 2231, 2334, 2375, 2671, 2694, 3131, 3298, 6054, 9887, 10123, 10261, 11635, 34117, 155936, 156117, 168179, 180431, 206829, 230607"
